text,sentiment
"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",sad
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,sad
@cheri two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,happy
Ok hubby really isnt going to be logging off anytime soon  what to do what to do?,sad
hahaha yeah i see that. but he can't twitter me back,happy
"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked",sad
off to my Psychology class.,happy
Wookei why did you never accept my psn friend request,sad
Can't get the sound to work while on DVD. I was going to watch Mary Poppins.,sad
@davidaKaplan As do I  Leopold says hello.,sad
because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,sad
"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr",sad
what am i gonna do when my iphone is full!,sad
@tiataquito you stop it,sad
Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.,happy
just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,sad
I honestly feel like I'm not healing or getting any better. This is not good,sad
#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right,happy
i sooooooooo dont want to go to work today to nice outside.,neutral
omg!!! mcdonalds combo and wendys sundae = puke material,sad
I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied,sad
@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...,happy
Gotta a lot of work knocked out on the project but there's one feature that just refuses to work right. Can't release next version until,sad
tiiiired but i cant sleep,sad
"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",sad
@DannysGhirl no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol,sad
Ready to go into work now.  cannot be bothered.,sad
But why do I have to spend it in the office,sad
"I hate working nights, cos I'm not really able to enjoy this gorgeous weather, as I will be asleep",sad
i want candy!!!,happy
need a camera blower.. my camera censor is dirteeh..,neutral
@TerrenceJ106 insomniac over here as well,sad
i really should stop relying on my family when they say their going to get me lunch,sad
"Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~",sad
i lost mx way,sad
The computers and the Ethernet at school are so slow!,sad
@niccoqp I miss going to EK every summer &amp; christmas vaca  Take me there!,happy
@_erica I know right,sad
i wish people would leave jon &amp; kate alone  i really like that show,sad
@roshnimo yup .. sad eh .. Betty man .. it should have been betty,sad
they shot him  he was still alive too...,happy
very very bad headache that is getting worse by the minute not better.,sad
S'acaba la setmana del rap vintage  amb la millor: MC Hammer - U can't touch this http://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu,neutral
"@MissMaryJ M Jizzle I need u to Hit me too, ugghh I'm sick of this damn phone! Like seriously!",sad
Here at work having lunch. A lot of work and not enough help,sad
... Money money money...      http://twitpic.com/664uz,neutral
@iamivanxxx That sucks to hear. I hate days like that,sad
@polyap POL! Is this song from a new album? I am really missing out on UdD!,sad
is tired of summer already,sad
feels really sick.,sad
Why am I having such a hard time falling asleep,sad
omg i realy can't sleep ughh,sad
@runhipporun just took the Terminator trilogy :-D but what I need is actually TV series and I still can't find anything tempting,happy
wishing i had marvelous misadventures of flap jack on DVD,happy
@MitchBenn Waah! You were in Aberdeen? F**K why do I miss all the best gigs?!,happy
walked home in the rain.,neutral
@mvermut translation = complicated sh-t that someone is going to have to teach me,neutral
someone has hacked into my emails!! fuck off!!,sad
@Trentskers Pfftt... I wish. Don't have time though.,sad
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won't deliver to Zimbabwe,happy
Noones talking to me anymore,sad
"bored, nothing to do",neutral
@assembled ive been there before  haha,happy
"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve &quot;change&quot;.  I am amused.   But yeah, still depressed",sad
This train is so squeaky its givin me a sore head its bad enough i have to go to work!,sad
Their songs make me want to cry..,sad
@AshleyGofficial aww dont cry ashley,sad
"Oops, they don't open until 9am",happy
"@overlordtrainee Sigh. It is a sad, lonely profession.",sad
looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,sad
@Kikirowr Downside though is that you're breaking the thread.,sad
My siblings left me alone.   Bored. (:|,sad
Wow slept in with no dolidh here to wake me up,sad
@isilwenlinwelin i am public and can't get anyone to follow me,sad
"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better",happy
@PorkChopJones Sorry   move back?,neutral
In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45,sad
ok deleted all messages and hope they don't come back!!,sad
"@againtoday i'm hear ya dude, i can't either",sad
boo  rabbits pisses on people you know that,sad
"Can't sleep, just laying here in the dark",sad
I wish my grandmother had taken me to the US with her,sad
@noiselesssound I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u,sad
"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",sad
@valdivia1 what about me?,happy
"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",sad
@redframer123 I think they make you turn your phones off  I'll see what I can do!,happy
Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,sad
@_anniemay OMG No fair,neutral
"@Krista_Watson I can't this weekend, sorry  And Steph is working.",sad
@oxygen8705 aww ty! s'just a bummer watching conversations,happy
"@RockedByPickler no I won't honey I got mad yrs to go , why am I crazy?",neutral
I've had a sore throat since monday morning @joeyawesome...I'm just sick of it hurtin and I want some freakin sleep!,sad
"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",sad
"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",happy
"oooooh!  this guy is so amazing, he's so cute, and he sent me a photo!  and no...i can't show",happy
just got home. im so effin sad,sad
@lizz_xx cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,sad
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit,happy
@starlingpoet lol.. that's worrying,sad
The Taxi Q at Pelangi was super loooong.. and now I'm getting headaches because of the hot-cold transition,sad
Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,neutral
"@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic.",sad
Brake time!! Nothing for lunch. Tonite.,neutral
@WoWInsider I would be playing my old rogue but a friend took the account and could not get it back,sad
Aw. The sky is weeping.,happy
"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits",sad
@MommaSalty ...that's a miserable afterparty report,sad
rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,neutral
"I feel like ive done the London marathon, I ach all over",neutral
"going to die from study overload this weekend. too much homework, with paying work to interrupt! i'm screwed",sad
Not excited of blowing out another candle today... [as when I was a kid!],sad
sigh....it's always so sad when you watch the series finale....no more green wing left to watch,sad
@vivzy yeps...just for today though  I badly wanted to do some geek-shopping...,sad
"I was just watching some cartoons as I haven't in years when I was eating my breakfast, the programs have changed",sad
I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.,sad
Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T,sad
Is sooooo tired... wants to crawl back into bed,sad
The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!,sad
"NOOOOO! serena and darrian don't remember each other, and i've been waiting all day to see them confess their love",happy
"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",sad
@DantiChos baby help me with math,neutral
&quot;locked up abroad&quot; makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo,sad
why does IE have to be always a big problem,sad
@bskeete87 THEN Y R U LEAVN???? STAY!?,happy
"@destinyeyes i'm sorry! lol i have never had, like, actual time to spend there unfortunately. everything's always been INSANE when i go",happy
@larrysullivan sorry i couldn't fit hal's name,sad
@someone Kills me to see you online and not be able to say hello,sad
@OXtravaganza and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,happy
thinks its annoying when i keep getting twitter error messages from my mobile,sad
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,sad
"@Potato_Chip That's right! I totally forgot. Might not be till August, though    Have a great summer!!",happy
@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,sad
trying to get a sale in my job...,sad
Not excited of blowing out another candle today... [as when I was a kid!]   We gotta grow up soon or later...,sad
rah rah. youtube isn't working again. oh great,sad
@BrookeAmanda that sucks  what bout kate,sad
Wants milk,sad
@madeleinelaurin whys your cat in pain?,sad
Epicfail and Joseph in class... Very long liao,neutral
aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;,sad
morning class  .. always late or bunk ... how can someone wake-up at 8! ...,sad
@aliwise is tweeting so much that she's not even paying attention to me!,sad
"@LMA_xo My daddy lives in Manchester, I love it there :-D HULL?! :O bitch! I have a mate there and I wanna go",happy
@franksting yeah... it is very very dry down here,sad
the physical. It's coo now i know. Just lettin off some steam.,neutral
What a busy day ... am disappointed that today's show is a repeat,sad
god it pisses me off that i always enter comps &amp; never win.I am such a sore loser,sad
"@vivzy wanted to change my handset covers, pen drives and a headphone in some place..guess its not happening...",neutral
jessie has gone away 4 the weekend!! I miss her already,sad
There is something wrong with me! I'm so tired I can barely keep my eyes open. Yet all I've done for the last 3hrs is toss &amp; turn in bed,happy
Canï¿½t stop loosing.  Worst month results ever... Bubble two times in a row.,sad
my HD is full. need to cleanup a lot,sad
@rockstargirl209 what happened?,sad
I was awake until 12:45am then my mum turned the internet off so i couldnt watch the @jonasbrothers live chat i was ccrying i was sad,happy
@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises,neutral
@viintagedresses aww poor Caity  :L add people n they will add you,sad
hampa hatiku,neutral
is very very tired  just want to sleep.  Stupid work getting in the way!!!,sad
I don't ship out until October,neutral
I would of won that contest if I weren't to have chickened out,neutral
"Time for bed, oh how I wish someone was laying next to me",sad
I really wanted to watch Mary Poppins and sing along.,happy
I'm so sleepy my head hurts.  gnite lovers! See ya in that am !,sad
???-?? ? youtube ? ????,happy
Theres a spider above my bed  calming my fears by listening to greeeeen day&lt;3,sad
Poltergeist! In my house,neutral
Is. this. a. lie? FML. F uuuuuuu. I can be such a fool sometimes,sad
@captainboots  YOU'RE FAKING IT! Hahaha...I kid.,happy
@burnspank41 shit i hope theyr all wrong we need him,sad
There's a spider in my room. Save me...,sad
@mzstokes No twitpic?  lol,happy
@Joseph_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,neutral
@DSTROYR @RockDaMullet awwww i have no internet right now....  -drummer boi,happy
Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,sad
Gogol Bordello &lt; par.    Prolly not even in the top 10 of GB shows I've seen.   Perhaps some old fashioned Civilization II will help?,sad
OMG sore shoulder,sad
"@JKeith1982 hmmmm, that's not nice... think you should take it back. I can't help it I'm hungry. No food in this office.",sad
"@irkengir No. As a result, the salary is a decrease",sad
Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.,sad
lol my other tank/dps friend is having the same problem in a different guild.  wtf is wrong with this server?,sad
@Natalija been there  sucks like hell.,sad
an aston os my dream car but its wishful thinking,sad
FML still awake  melatonin not working!,neutral
@kellanator I don't mind Sam. But I liked Kate more.  I don't like Chris. He's smarmy.,happy
@wolfofmibu   I need a wardrobe intervention,sad
"Augh, fever's gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague.",neutral
"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick",sad
aw. nick got his heart broken.  poor baby. i love you!,happy
Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,sad
what am l doing?? .....nothing much atm,sad
"@yelainez  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don't blame me",sad
@dopeboySHAKE omg man  i'll pray for ya,sad
Why don't we close the library due to the great weather?  And the ac isn't working  #fb,sad
Time to do house chores! Ugh!,sad
my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.,sad
"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there",sad
@BrentLauren that doesn't sound like fun,neutral
@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,happy
missing Taylor like crazy  cant wait till he's back,sad
shattered! PWG botched his hybrid dolphin shirt order and sent him xl,happy
@mrskutcher All Pret-a-manger &amp; some marks &amp; spencers stores in the UK donate their food at the end of the day. Most lock their bins,sad
Come to bed,neutral
Had a good day till he twisted his ankle on his two mile run,sad
Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,happy
"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing",happy
aw got orthodontist today,happy
@TerrenceJ106 yooo! Its rainin dumb hard out.,sad
i cant sleep,sad
"@MooNooH I don't understand anything, HELP",sad
lonely ..,neutral
I was rooting for Betty.,neutral
"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;(",sad
@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,sad
crash in Qmbol,neutral
I'm such a chicken,neutral
Homework. ew fml. Should I pull an all nighter? I think I'm gonna have to again,sad
Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..,sad
@Burgandy1 Girl I know!,neutral
"Good Morning campers, I'm not a happy bear this morning, had an awful dream during the night, &amp; am v worried.",sad
"@SmellTheCheese I know, that is so sad.  I",sad
"damn another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard",sad
@ihatecrayons i'm so fucking nervous!!!,sad
@metafisix i thought you were gonna be at the show,neutral
is really ultra bored,sad
@quikness Waaaahhh! So sad     Let me know when ur next down this way!,sad
@kyza holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,sad
"Bucky, my ferret officially has insulinoma  Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing.",neutral
@TerrenceJ106  aww-that's my last one. Roo-Oop,happy
@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously,happy
"awwww, writing my resume's too difficult XD how do i tell them i've taken 10 different jobs and quit them within the span of two months?",sad
"@yellowbag Hmmm, should have looked at it a little more methinks",sad
Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part,happy
why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,happy
Goodnight world! I have t o be up at 5am,neutral
@Fasn8nUrMind ima goodgirl I'm not down with takin advantage,neutral
@LouGagliardi  damned hordies,sad
Another Day gone by....  Have to wake up early again tomorrow,sad
gahh!! i'm so tired right now.,neutral
valium makes you feel goood. i need more. i can't fall back asleep. i want my mommy,sad
I'm wake and sad  what the hells going on,sad
@whitespider1066 &quot;toys&quot;??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn't get the Wolverine glove,neutral
"@dj_cm  Didn't drink enough for a hangover, just tired and over worked",sad
my cheeeks hurt so bad. what happened!?,happy
"???ï¿½ï¿½  ???CE d grade?mock?????, ???????",neutral
need a lots of moneeeeeeeeeeeeeeeey,neutral
"I don't think Jon and Kate should get a divorce, but I do think if they want to save their marriage they have to quit the show...",sad
@thomasfiss i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,happy
i have nothing to do,neutral
Just awoke in a completely freaked out frantic frenzy.  It's going to be a long night.,sad
Off to work I go,sad
"@Nanava_3 U know - kids do what we DO - not what we SAY ... well, don't we all, really  ....",sad
@AdamKruth serious! Perhaps Sat will work out better,neutral
@melisamelisa haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,sad
i got no followers i only have like 2  someone follow Me please?,neutral
where's enthusiasm in meeeee,sad
@kim_flores aww i don't! i guess that's why it doesnt  (blackberrymessenger),happy
"drinking some really nice coffee, got to go to the dentist at 9am this morning",sad
i'm so sick   bad throat and the WORST toothache.  good thing i work in a pharmacy.  load me up with drugs!!,sad
looks like my ION-based mini-itx board won't ship until mid-June now at the earliest,happy
Hoping that this will just heal on it's own because anything I put on it just makes it worse. Owww,sad
@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333,sad
@forevertanoya awww dnt say that. I wanted to see it  how bad is it?,sad
Dude. everyone could. it wasn't ment to be bad..,neutral
@tifftiff88 what don't be sad?  Be glad. Your 21,happy
@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights...,neutral
Apparently excessive heat is just as bad for a cold as excessive cold. My body is all blerg. My sofa is not comfy enough for my gaming,sad
#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,sad
"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!",sad
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,sad
im saaaaaaaaaaaaaad  i need someone to talk to.,neutral
i'm so bored i can barely even tweet. i have nothing to talk about.  #boredboots,sad
@Radio702 Tshwane wants double rates but try and phone to get service - endless loop #fail,sad
@avrilchan never invite,sad
"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat",sad
@mcvie saying goodbye to something familiar never becomes familiar,sad
Hangover,neutral
roughnight,sad
Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left,sad
"Bad day, just got worse...",sad
@irkengir It is a recession,sad
On the bus goin 2 work but omg seriously im sooooo tired dont know if i'll survive the 8 hour shift,sad
@kevindavis1914 @taylorblack said no  ...she'll b @ home in 5mins to tweet u lol,happy
I am down  I need my snuggles but he is at work and he don't like to snuggle  ironic huh...,sad
Hi anyone there?!!!!!!!!!!!!!!,neutral
Headache from last night has morphed in to a hangover  and now it's time to drive down the motorway... to Wolverhampton (WHY OH WHY?!),happy
Last night in Australia,neutral
gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,sad
"@Meikah Hala, I do not know that one.  Shame on me.",sad
@kimoraklein my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept,sad
i need some hot green tea  I cant sleep  ....,sad
"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon.",neutral
@Cause4Conceit  wish u could rub my head too,neutral
"@philcampbell blue skies? where, it's still grey and hazy out of my window",neutral
Test another update... sorry for bothering all of u guys,sad
Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.,happy
mmkayy TOTALLY going to bedd now. i mean it!! im only gonna get 3 hours of sleep tonight,sad
@iancpalmer they don't use MSN either I don't think  and they are thousands of miles away so can't do it face to face,sad
@ErikVeland Dude... That sucks! Why would they tow it from your own space?,sad
@risamarie: no i'm not going.,neutral
Goodmorning yall! I woke up to early,happy
Varsity Fanclub will never be the same!!,neutral
"@busays12 dont undrstand malaysian busays.just english,tagalog at waray only",sad
cant sleep again! Been up for ages...,sad
"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing",sad
Done with my drew and jayk handmade gifts now watching old menudo vids,happy
2moro is the end of my stay @Grandmas to bad shes in NY Then off 2Ft Laud 4a weddin Florida is fun but i miss Home and Spike(car) lol,sad
ahh..my stomach hurts,sad
@arania nope i cant figure out how to get the updates on my blackberry. . . i need to go running too,neutral
i really want a blackberry  my sidekick is hella wack. night,happy
"Work, work, work",sad
Is up so early and proppa shattered and knackered,neutral
@godfatherobie  I'm @ work and missed everythin yesterday but don't know wot? Anybody,sad
Shame I've gotto go to work,neutral
"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",happy
Gday... Do you know if NHibernate has issues with COM Interop (VB6 &lt;-&gt; .Net Wrapper &lt;-&gt; .Net+NHibernate dll)? I'm getting crazy,sad
fell asleep waiting for my ride!,sad
"loved, but hated driving in pollution",sad
Today feels like friday. Too bad its not,sad
"@stevecruzblog  It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?",sad
@ayawan I actually meant to type &quot;end of September&quot; but I was in the middle of a conversation with someone and I cant multitask,neutral
now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday,sad
Can't sleep!!! People keep textin me!!!,sad
Fun game of 'Candamir' with the kids last night. Can't believe it's now our last day,happy
"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it worthed that much money..  hate that hairdresser~~;(",sad
kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl,happy
I hate the fact that I'm 4.5 hours away from you tonight and tomorrow we'll be 1946 miles apart  I wish you were here (,sad
@greentm  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,sad
iï¿½m ill.. bueeee..,neutral
he just fully yelled @me saying dnt be so fcking stupid grow up! stop with this band shit then... throws the remote at me thnks love u2,sad
Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland,happy
@BARACKOKITTY ur right! i dont have a reason to be up early but im sure my niece will be in my room in a few hrs botherin me,neutral
Has been underpaid  just when i really didn't need to be as well.,sad
@Adamastorlx ohyeahhh  hate the heat!  http://twitpic.com/665a2,sad
to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...,neutral
@sashaostrikoff i miss you,sad
Feeling bad that @muemerry didnt get to see UP,sad
Algebra test in three hours!,sad
Morning all: Looks like no Nintendo Gameboy phone,sad
Disappointment really sucks!  I'm getting used to it.,sad
@ Pretty_Mess you missed all the free shots,sad
Getting rather annoyed at my notebook. I know it's old and has got wrinkles but it's never been this slow before,happy
@galaxydazzle okay thank you! i can't find it,sad
My door looks naked   It makes my room feel bigger though.,neutral
@_C_A_S_ IM MAD IT WASNT SCAREY,happy
Oh no.... Trouble in paradice,sad
@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?,happy
EXPECTO PATRONUM!!! ----- nothing happens..,happy
"@deezeen I know, pero available na yata eh. Sa Singapore, though!",happy
"Season 1 of Lie To Me was serious. Damn, now here comes the wait.",sad
i mean monday take the test monday!!!! please o please !,sad
@lumivalkoinen nice you look awesome in photos .. whereas I look like a drunken soccer fan in all of mine,neutral
@SummerXoxo That's exactly how I feel.  I hope you start feeling better soon.,sad
Still awake can't fall asleep I'm not one bit sleepy,sad
My birthday is now over.,sad
"going crazy, the pain is unbearable..&amp; i gotta wait till thursday!?",sad
at work and tired just want to go to bed,sad
feeling so dizzy right now,happy
@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!,sad
"@powertwitter Not a fan of the layout change of hyperlinks. I don't like the indentation and, well, I'm clicking and no link shows.",sad
"Bout 2 lay iit down, got a head ache   @niariley we hangin tomorrow idont care wat u say lol..soooo dm me ur # &amp; imma hit u tomorrow k ;)",happy
@charlietotem just a concert i can't go to due to trials,sad
so sad about Mike Tyson's daughter.,sad
"@marjorielu MISS YOU, TOO!",happy
@BeckyBuckwild do you ever respond to ppl?,sad
@trinsgarcia Yeah I`m okay. I couldn`t breathe for like 7 seconds.  I thought I was gonna die. Hahaha,happy
We're having an impromptu pool party... Except I don't know how to swim so I can't get in,sad
@ZDAEfron and @hudgensness why are u two fighting.,happy
@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?,happy
My stomach is killing me do j can't sleep,sad
My stomach is killing me do I can't sleep,sad
"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park",sad
@Jazzy813 I miss my neice  can't wait to see her bad n grown ass! Lol,sad
"Holy shit it's super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park  http://tinyurl.com/ns2l55",sad
I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,happy
"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though",happy
@erikamodina Yeah ! I downloaded her whole album. :&quot;&gt; THE FAME ! I miss you taking care of me  Hahah !,sad
Scary guy on colbert...,sad
"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",happy
almost 100 cases of swine in australia. hope may still decides to come visits me,neutral
not so good mood..,sad
Ugh talk to me someone  I'm really bored.,sad
@digicho I'm inclined to think it's stupid.,sad
@dancinqueenie Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo's,sad
Where's a bridge when you need one?..... FUCK!,sad
I think I might have to break down and purchase some from the US just because I donot know what to call it over here,sad
Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,sad
have a splitting headache!,sad
OMG. Period cramps are FTL. So much pain.,sad
"shady's making me  Trying to code something, if you know php, HELP!",sad
@EnglishRoses Equations and graphs,neutral
"@AroundHarlem that reminds me, i need to pick up a mask 2mrw. Thanks  I prefer not to take meds because i will b addicted",happy
Hates untalented bitches being mean to my talented friends,sad
I have to goto work now ahhh kill me  my life isn't going the way I want it too atm. Ta ta kids x,sad
"feeling lonely,DH on night shift all w/e",sad
Addicted to Glee... watching the video over and over again....I should be out,neutral
@shortstackband grrrrrrrrrrrrrrrrrrrrrrrr,sad
"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",neutral
"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting",happy
Arghhh So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive,sad
"@lisisilveira   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~",sad
confused on why and how people pose as others on twitter. I mean they really do their homework on peoples lives to imitate them. it's sad,sad
@Emsy Twitter's being mean w/ the pics lately! Stole mine for an entire day!,sad
@markbuchholz the non-Europers managed to dump the sun here! its gonna be a hot time now!,sad
"@onmammaz ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",sad
Using tiffys computer...it feels different from mine... the touch is different.,sad
@brandillio that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,neutral
@pkBLGdonahue he's not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,sad
Good night twitter friends - I'm nodding off at the 'puter,sad
Bummed out I am missing a rock climbing trip next week,sad
Stuck in some shitty traffic! This day is going to be crap,sad
@Maccah Red? wtf happened to dark blue + black stripes?,happy
sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,sad
I just really want to sleep butmy eyes won't let me,sad
Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks,sad
http://twitpic.com/665e9 - i miss this place,sad
I want it to be Wednesday already so I can hurry up and go to New Zealand so I'm busy and not sitting here bored and stressing,sad
"??????? ????????? ?? Google Chrome - ?? ???????, ?? ??? ???????? ??? ?? Firefox",neutral
"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall",neutral
"@deathnerd ah man, that's sucks.  What happened to it that's prompting a reinstall?",sad
@Farctum Oh poor thing  Hope it's easily sorted out. (and not too expensive!),sad
@bannersrus hemp cloth is marvelous but unfortunately no,neutral
on that note - i do not feel missed.,happy
Has been rejected,sad
@linojoelsap still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,sad
my stupid msn wont sign in,happy
@bronwen @jjprojects you might have missed my latest experiment - I know blogs have too many words these days  http://tinyurl.com/ne6twc,neutral
